metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
comparison	51be5197c4e04d26d4d035d8b82643c0	Y	-0.00433025855366984	0.00295319068360389	36	3	0.151755671444267	0.47403263704903
comparison	c2dd2895b3c5370feb16bc9f5550f9d9	Y	-0.00418608234343651	0.00278182072123756	36	3	0.141609662521072	0.47403263704903
comparison	32604ea27289fbab3cd95d9b23cd0409	Y	-0.00576738603493438	0.00354260812622384	36	3	0.11275656998664	0.47403263704903
comparison	635991cf03bee2bf9a5d631f43336e24	Y	-0.00632837731053502	0.00389516019961192	36	3	0.113467189862937	0.47403263704903
comparison	b3c73c9d27159c8c1e471f9ee8642dff	Y	-0.0036935022037445	0.00246622414161236	36	3	0.143455492158283	0.47403263704903
comparison	8540be5687449bc81b329153dee68676	Y	-0.00583817394867852	0.00307708716910091	36	4	0.0663072466263115	0.47403263704903
comparison	d6fc5532aa111574979127c219abe424	Y	-0.0032111645614198	0.00250844829791399	36	2	0.209161443466591	0.47403263704903
comparison	73114ca86a36c97048c75ffce116a4a8	Y	-0.0129524964993564	0.00918068460801973	36	4	0.167376001413261	0.47403263704903
comparison	125896c06f9b5dc2c5b4c32e81a5c4e1	Y	-0.00751043014457362	0.00498577075717474	36	5	0.141206874005553	0.47403263704903
comparison	ee41b89426af6b53f552a12022930c2a	Y	-0.0134007383056152	0.00749379186646644	36	5	0.0826514973195817	0.47403263704903
comparison	31425a47f0623987faec978efa7d6cc5	Y	-0.00508694160232799	0.00312004102048366	36	3	0.112245856010969	0.47403263704903
comparison	943490dd38726e088e97dad9df5b5853	Y	-0.00980572009312034	0.00529980128323141	36	4	0.0729902934988028	0.47403263704903
comparison	1b626d7b1a4942dbe0b3b3bd78cbaf53	Y	-0.0108403754205527	0.00881317572899468	36	3	0.227133148797682	0.47403263704903
comparison	6035ced479a8cce8084aa7fd371bdb61	Y	-0.0210326950835525	0.0168793139846738	36	4	0.221259001604224	0.47403263704903
comparison	4fbced73f1e198e42ad79c9bfee94b88	Y	-0.0178298777436122	0.00881860260396859	36	5	0.0511182473919468	0.47403263704903
comparison	f00bcf9075d99439378922c89ad7fad7	Y	-0.0330849395970253	0.020716856301701	36	6	0.119518328215924	0.47403263704903
comparison	8292e565547d6c1133d4a12857605080	Y	-0.00898417825942715	0.00673934295206441	36	7	0.191365098956607	0.47403263704903
comparison	fcc2fb3189540f7d72597f0099880b83	Y	-0.00988952122567708	0.00605799173926542	36	4	0.111808142324197	0.47403263704903
comparison	7d81b03e9102d60530679514a7e05e21	Y	-0.00673435930397234	0.00451965740180412	36	3	0.145439366737884	0.47403263704903
comparison	34169faf75febc1c04f1a9f4278e0761	Y	-0.0152756209066595	0.0111376575967682	36	4	0.179194146704275	0.47403263704903
comparison	99fb700bdef9fdc796551edac7e4c307	Y	-0.0106475710145278	0.00615957652105983	36	4	0.0929496384923584	0.47403263704903
comparison	826be98e28439cdbc5976e6596ea495c	Y	-0.0104370123738869	0.00573378062170018	36	4	0.0775309847155099	0.47403263704903
comparison	4a33bd0214fbc77ce465482efa01ca3d	Y	-0.0111052087341757	0.00700897722570794	36	4	0.122355225253422	0.47403263704903
comparison	42ccbac549fd45a3be0978bf946416e7	Y	-0.00915083928163921	0.0062887363622437	36	3	0.15480857225313	0.47403263704903
comparison	2416e40836f365dc7d1299bdef9416b6	Y	-0.00598156582994937	0.00449035199998763	36	3	0.191690446863168	0.47403263704903
